scientificName	family	nomenclaturalStatus	kingdom	scientificNameAuthorship	taxonKey	count(eea_cell_code)
Medicago orbicularis (L.) Bartal.	Fabaceae		Plantae	Bartal. (L.)	2965299	1
Medicago falcata L.	Fabaceae		Plantae	L.	2965354	465
Medicago marina L.	Fabaceae		Plantae	L.	2965395	1
Medicago scutellata (L.) Mill.	Fabaceae		Plantae	Mill. (L.)	2965397	3
Medicago littoralis Rohde ex Loisel.	Fabaceae		Plantae	Rohde ex Loisel.	2965485	2
Medicago arabica (L.) Huds.	Fabaceae		Plantae	Huds. (L.)	2965527	1714
Medicago polymorpha L.	Fabaceae		Plantae	L.	2965531	107
Melilotus officinalis (L.) Pallas	Fabaceae		Plantae	Pallas (L.)	2971024	2031
Melilotus infestus Guss.	Fabaceae		Plantae	Guss.	2971033	7
Melilotus elegans Salzm. ex Ser.	Fabaceae		Plantae	Salzm. ex Ser.	2971036	1
Melilotus altissimus Thuill.	Fabaceae		Plantae	Thuill.	2971042	598
Melilotus albus Medik.	Fabaceae		Plantae	Medik.	2971095	5754
Melilotus sulcatus Desf.	Fabaceae		Plantae	Desf.	2971112	11
Albizia julibrissin Durazz.	Fabaceae		Plantae	Durazz.	2972983	1
Vicia bithynica (L.) L.	Fabaceae		Plantae	L. (L.)	2975309	23
Vicia hirsuta (L.) Gray	Fabaceae		Plantae	Gray (L.)	2975328	8046
Galega officinalis L.	Fabaceae		Plantae	L.	2975667	375
Ononis spinosa L.	Fabaceae		Plantae	L.	2977149	2144
Wisteria sinensis (Sims) Sweet	Fabaceae		Plantae	Sweet (Sims)	2977331	23
Vigna radiata (L.) R.Wilczek	Fabaceae		Plantae	R.Wilczek (L.)	2982380	2
Soleirolia soleirolii (Req.) Dandy	Urticaceae		Plantae	Dandy (Req.)	2984366	102
Humulus lupulus L.	Cannabaceae		Plantae	L.	2984535	8799
Pachysandra terminalis Siebold & Zucc.	Buxaceae		Plantae	Siebold & Zucc.	2984676	75
Hylotelephium telephium (L.) H.Ohba	Crassulaceae		Plantae	H.Ohba (L.)	2985865	1028
Deutzia crenata Siebold & Zucc.	Hydrangeaceae		Plantae	Siebold & Zucc.	2985963	2
Deutzia gracilis Siebold & Zucc.	Hydrangeaceae		Plantae	Siebold & Zucc.	2985964	12
Deutzia scabra Thunb.	Hydrangeaceae		Plantae	Thunb.	2985965	45
Hydrangea arborescens L.	Hydrangeaceae		Plantae	L.	2985986	6
Hydrangea quercifolia Bartram	Hydrangeaceae		Plantae	Bartram	2985993	1
Hydrangea paniculata Siebold	Hydrangeaceae		Plantae	Siebold	2985995	3
Ribes rubrum L.	Grossulariaceae		Plantae	L.	2986097	7155
Ribes aureum Pursh	Grossulariaceae		Plantae	Pursh	2986111	43
Ribes spicatum E.Robson	Grossulariaceae		Plantae	E.Robson	2986129	19
Ribes sanguineum Pursh	Grossulariaceae		Plantae	Pursh	2986130	585
Ribes divaricatum Douglas	Grossulariaceae		Plantae	Douglas	2986132	2
Ribes alpinum L.	Grossulariaceae		Plantae	L.	2986184	112
Ribes uva-crispa L.	Grossulariaceae		Plantae	L.	2986185	1579
Ribes nigrum L.	Grossulariaceae		Plantae	L.	2986192	1513
Filipendula palmata (Pall.) Maxim.	Rosaceae		Plantae	Maxim. (Pall.)	2987994	2
Filipendula ulmaria (L.) Maxim.	Rosaceae		Plantae	Maxim. (L.)	2987999	13666
Pyracantha fortuneana (Maxim.) H.L.Li	Rosaceae		Plantae	H.L.Li (Maxim.)	2988224	2
Rubus nemorosus Hayne	Rosaceae		Plantae	Hayne	2988765	8
Rubus taxandriae Vannerom ex A.Beek	Rosaceae		Plantae	Vannerom ex A.Beek	2988857	17
Rubus campaniensis Winkel ex A.Beek	Rosaceae		Plantae	Winkel ex A.Beek	2988903	50
Rubus calotemnus A.Beek	Rosaceae		Plantae	A.Beek	2988912	33
Rubus tricolor Focke	Rosaceae		Plantae	Focke	2989222	1
Rubus asperidens Bouvet	Rosaceae		Plantae	Bouvet	2989234	1
Rubus semicarpinifolius Sudre	Rosaceae		Plantae	Sudre	2989678	1
Rubus radula Weihe ex Boenn.	Rosaceae		Plantae	Weihe ex Boenn.	2989842	3
Rubus corylifolius Sm.	Rosaceae		Plantae	Sm.	2989908	60
Rubus sprengelii Weihe	Rosaceae		Plantae	Weihe	2990014	25
Rubus loehrii Wirtg.	Rosaceae		Plantae	Wirtg.	2990359	1
Rubus senticosus Köhler ex Weihe	Rosaceae		Plantae	Köhler ex Weihe	2990369	29
Rubus libertianus Weihe ex Lej. & Court	Rosaceae		Plantae	Weihe ex Lej. & Court	2990372	3
Rubus plicatus Weihe & Nees	Rosaceae		Plantae	Weihe & Nees	2990412	3489
Rubus subinermoides Druce	Rosaceae		Plantae	Druce	2990618	3
Rubus proiectus A.Beek	Rosaceae		Plantae	A.Beek	2990748	3
Rubus eifeliensis Wirtg.	Rosaceae		Plantae	Wirtg.	2990818	1
Rubus macrophyllus Weihe & Nees	Rosaceae		Plantae	Weihe & Nees	2991019	72
Rubus divaricatus P.J.Müll.	Rosaceae		Plantae	P.J.Müll.	2991260	4
Rubus acutipetalus Lefèvre & P.J.Müll.	Rosaceae		Plantae	Lefèvre & P.J.Müll.	2991451	3
Rubus scissus W.C.R.Watson	Rosaceae		Plantae	W.C.R.Watson	2991652	47
Rubus serpens Weihe ex Lej. & Courtois	Rosaceae		Plantae	Weihe ex Lej. & Courtois	2992311	6
Rubus laciniatus Willd.	Rosaceae		Plantae	Willd.	2992543	540
Rubus praetextus Sudre	Rosaceae		Plantae	Sudre	2992796	1
Rubus phaeocarpus W.C.R.Watson	Rosaceae		Plantae	W.C.R.Watson	2992875	1
Rubus integribasis P.J.Müll. ex Boulay	Rosaceae		Plantae	P.J.Müll. ex Boulay	2993012	57
Rubus idaeus L.	Rosaceae		Plantae	L.	2993094	2365
Rubus nemorensis Lefèvre & P.J.Müll.	Rosaceae		Plantae	Lefèvre & P.J.Müll.	2993289	1
Rubus oreades P.J.Müll. & Wirtg. ex Genev.	Rosaceae		Plantae	P.J.Müll. & Wirtg. ex Genev.	2993476	6
Rubus spectabilis Pursh	Rosaceae		Plantae	Pursh	2993761	30
Rubus euryanthemus W.C.R.Watson	Rosaceae		Plantae	W.C.R.Watson	2994052	4
Rubus cockburnianus Hemsl.	Rosaceae		Plantae	Hemsl.	2994120	4
Rubus gratus Focke	Rosaceae		Plantae	Focke	2994157	81
Rubus vigorosus P.J.Müll. & Wirtg.	Rosaceae		Plantae	P.J.Müll. & Wirtg.	2994312	3
Rubus elegantispinosus (Schumach.) H.E.Weber	Rosaceae		Plantae	H.E.Weber (Schumach.)	2994335	2
Rubus hypomalacus Focke	Rosaceae		Plantae	Focke	2994419	7
Rubus ammobius Focke	Rosaceae		Plantae	Focke	2994482	4
Rubus bertramii G.Braun ex Focke	Rosaceae		Plantae	G.Braun ex Focke	2994551	10
Rubus opacus Focke	Rosaceae		Plantae	Focke	2994552	8
Rubus lindleianus Lees	Rosaceae		Plantae	Lees	2994559	3
Rubus britannicus W.M.Rogers	Rosaceae		Plantae	W.M.Rogers	2994571	2
Rubus drymophilus P.J.Müll. & Lefèvre	Rosaceae		Plantae	P.J.Müll. & Lefèvre	2994728	3
Rubus geniculatus Kaltenb.	Rosaceae		Plantae	Kaltenb.	2994736	161
Rubus nessensis Hall	Rosaceae		Plantae	Hall	2994822	137
Rubus odoratus L.	Rosaceae		Plantae	L.	2994912	16
Rubus phoenicolasius Maxim.	Rosaceae		Plantae	Maxim.	2995149	48
Rubus caesius L.	Rosaceae		Plantae	L.	2995209	4014
Rubus bifrons Vest ex Tratt.	Rosaceae		Plantae	Vest ex Tratt.	2995779	4
Rubus incisior H.E.Weber	Rosaceae		Plantae	H.E.Weber	2995942	6
Rubus calvus H.E.Weber	Rosaceae		Plantae	H.E.Weber	2995958	1
Rubus armeniacus Focke	Rosaceae		Plantae	Focke	2996525	261
Rubus anglobelgicus D.E.Allen & Vannerom	Rosaceae		Plantae	D.E.Allen & Vannerom	2996763	1
Rubus stereobelus Sudre	Rosaceae		Plantae	Sudre	2996790	8
Rubus ulmifolius Schott	Rosaceae		Plantae	Schott	2996929	171
Rubus horrefactus P.J.Müll. & Lefèvre	Rosaceae		Plantae	P.J.Müll. & Lefèvre	2997081	2
Rubus dejonghii A.Beek	Rosaceae		Plantae	A.Beek	2997264	1
Rubus sulcatus Vest ex Tratt.	Rosaceae		Plantae	Vest ex Tratt.	2997295	7
Rubus iuvenis A.Beek	Rosaceae		Plantae	A.Beek	2997310	1
Rubus baronicus A.Beek	Rosaceae		Plantae	A.Beek	2997343	2
Rubus platyacanthus P.J.Müll. & Lefèvre	Rosaceae		Plantae	P.J.Müll. & Lefèvre	2997354	2
Rubus sciocharis (Sudre) W.C.R.Watson	Rosaceae		Plantae	W.C.R.Watson (Sudre)	2997421	4
Rubus leucandrus Focke	Rosaceae		Plantae	Focke	2997657	10
Rubus polyanthemus Lindeb.	Rosaceae		Plantae	Lindeb.	2997827	4
Rubus braeuckeriformis H.E.Weber	Rosaceae		Plantae	H.E.Weber	2998259	5
Rubus goniophorus H.E.Weber	Rosaceae		Plantae	H.E.Weber	2998559	1
Rubus splendidus P.J.Müll. & Lefèvre	Rosaceae		Plantae	P.J.Müll. & Lefèvre	2998635	1
Rubus ignoratus H.E.Weber	Rosaceae		Plantae	H.E.Weber	2998745	3
Rubus furvicolor Focke	Rosaceae		Plantae	Focke	2998867	3
Rubus calyculatus Kaltenb.	Rosaceae		Plantae	Kaltenb.	2998969	7
Rubus pseudogravetii Sudre	Rosaceae		Plantae	Sudre	2999334	4
Rubus muridens A.Beek	Rosaceae		Plantae	A.Beek	2999701	3
Rubus henrici-weberi A.Beek	Rosaceae		Plantae	A.Beek	2999710	2
Rubus poliothyrsus A.Beek	Rosaceae		Plantae	A.Beek	2999716	1
Rubus glareosus W.M.Rogers	Rosaceae		Plantae	W.M.Rogers	3000062	3
Rubus ferocior H.E.Weber	Rosaceae		Plantae	H.E.Weber	3000092	4
Rubus adspersus Weihe ex H.E.Weber	Rosaceae		Plantae	Weihe ex H.E.Weber	3000111	25
Stranvaesia davidiana Decne.	Rosaceae		Plantae	Decne.	3000406	8
Chaenomeles japonica (Thunb.) Lindl. ex Spach	Rosaceae		Plantae	Lindl. ex Spach (Thunb.)	3000610	84
Chaenomeles speciosa (Sweet) Nakai	Rosaceae		Plantae	Nakai (Sweet)	3000679	7
Malus pumila Mill.	Rosaceae		Plantae	Mill.	3001093	674
Malus baccata (L.) Borkh.	Rosaceae		Plantae	Borkh. (L.)	3001362	2
Malus sylvestris Mill.	Rosaceae		Plantae	Mill.	3001509	636
Agrimonia eupatoria L.	Rosaceae		Plantae	L.	3001956	3123
Agrimonia procera Wallr.	Rosaceae		Plantae	Wallr.	3002121	322
Rosa ×subcanina (Christ) Vuk.	Rosaceae		Plantae	Vuk. (Christ)	3004628	13
Sorbus foliolosa (Wall.) Spach	Rosaceae		Plantae	Spach (Wall.)	3012637	2
Sorbus discolor (Maxim.) Maxim.	Rosaceae		Plantae	Maxim. (Maxim.)	3012641	1
Sorbus oligodonta (Cardot) Hand.-Mazz.	Rosaceae		Plantae	Hand.-Mazz. (Cardot)	3012944	3
Crataegus ×macrocarpa Hegetschw.	Rosaceae		Plantae	Hegetschw.	3013688	24
Crataegus ×media Bechst.	Rosaceae		Plantae	Bechst.	3013800	334
Crataegus persimilis Sarg.	Rosaceae		Plantae	Sarg.	3015457	21
Crataegus pedicellata Sarg.	Rosaceae		Plantae	Sarg.	3015577	4
Prunus avium (L.) L.	Rosaceae		Plantae	L. (L.)	3020791	6619
Eriobotrya japonica (Thunb.) Lindl.	Rosaceae		Plantae	Lindl. (Thunb.)	3024146	28
Cotoneaster villosulus (Rehder & E.H.Wilson) Flinck & B.Hylmö	Rosaceae		Plantae	Flinck & B.Hylmö (Rehder & E.H.Wilson)	3025564	4
Cotoneaster zabelii C.K.Schneid.	Rosaceae		Plantae	C.K.Schneid.	3025605	4
Cotoneaster horizontalis Decne.	Rosaceae		Plantae	Decne.	3025617	1249
Cotoneaster lacteus W.W.Sm.	Rosaceae		Plantae	W.W.Sm.	3025705	8
Cotoneaster foveolatus Rehder & E.H.Wilson	Rosaceae		Plantae	Rehder & E.H.Wilson	3025732	1
Cotoneaster hylmoei Flinck & J.Fryer	Rosaceae		Plantae	Flinck & J.Fryer	3025758	2
Cotoneaster ambiguus Rehder & E.H.Wilson	Rosaceae		Plantae	Rehder & E.H.Wilson	3025858	6
Cotoneaster conspicuus Comber ex Marquand	Rosaceae		Plantae	Comber ex Marquand	3025875	1
Cotoneaster beimashanensis J.Fryer & B.Hylmö	Rosaceae		Plantae	J.Fryer & B.Hylmö	3025889	1
Cotoneaster dielsianus E.Pritz.	Rosaceae		Plantae	E.Pritz.	3025896	240
Cotoneaster qungbixiensis J.Fryer & B.Hylmö	Rosaceae		Plantae	J.Fryer & B.Hylmö	3025907	1
Cotoneaster atuntzensis J.Fryer & B.Hylmö	Rosaceae		Plantae	J.Fryer & B.Hylmö	3025924	1
Cotoneaster fangianus T.T.Yu	Rosaceae		Plantae	T.T.Yu	3025932	14
Cotoneaster fruticosus J.Fryer & B.Hylmö	Rosaceae		Plantae	J.Fryer & B.Hylmö	3025986	1
Cotoneaster ×watereri Exell	Rosaceae		Plantae	Exell	3026004	16
Cotoneaster ascendens Flinck & B.Hylmö	Rosaceae		Plantae	Flinck & B.Hylmö	3026024	16
Cotoneaster ×suecicus G.Klotz	Rosaceae		Plantae	G.Klotz	3026040	8
Cotoneaster dammeri C.K.Schneid.	Rosaceae		Plantae	C.K.Schneid.	3026049	44
Cotoneaster salicifolius Franch.	Rosaceae		Plantae	Franch.	3026074	134
Cotoneaster hjelmqvistii Flinck & B.Hylmö	Rosaceae		Plantae	Flinck & B.Hylmö	3026092	293
Cotoneaster integrifolius (Roxb.) Klotz	Rosaceae		Plantae	Klotz (Roxb.)	3026105	7
Cotoneaster simonsii Baker	Rosaceae		Plantae	Baker	3026107	68
Cotoneaster sternianus (Turrill) Boom	Rosaceae		Plantae	Boom (Turrill)	3026154	65
Cotoneaster rehderi Pojark.	Rosaceae		Plantae	Pojark.	3026160	221
Cotoneaster franchetii Boiss.	Rosaceae		Plantae	Boiss.	3026162	125
Cotoneaster bullatus Bois ex Bilm. & Bois	Rosaceae		Plantae	Bois ex Bilm. & Bois	3026294	80
Cotoneaster divaricatus Rehder & E.H.Wilson	Rosaceae		Plantae	Rehder & E.H.Wilson	3026334	65
Spiraea chamaedryfolia L.	Rosaceae		Plantae	L.	3026406	3
Spiraea salicifolia L.	Rosaceae		Plantae	L.	3026454	16
Spiraea alba Du Roi	Rosaceae		Plantae	Du Roi	3026585	48
Spiraea trilobata L.	Rosaceae		Plantae	L.	3026656	1
Spiraea tomentosa L.	Rosaceae		Plantae	L.	3026819	31
Spiraea canescens D.Don	Rosaceae		Plantae	D.Don	3027138	2
Spiraea douglasii Hook.	Rosaceae		Plantae	Hook.	3027159	259
Spiraea ×arguta Zabel	Rosaceae		Plantae	Zabel	3027190	1
Spiraea ×rosalba Dippel	Rosaceae		Plantae	Dippel	3027332	1
Spiraea nipponica Maxim.	Rosaceae		Plantae	Maxim.	3027341	3
Fragaria vesca L.	Rosaceae		Plantae	L.	3029817	2547
Fragaria ×ananassa (Weston) Rozier	Rosaceae		Plantae	Rozier (Weston)	3029912	74
×Crataemespilus grandiflora (Sm.) E.G.Camus	Rosaceae		Plantae	E.G.Camus (Sm.)	3032430	1
Darmera peltata (Torr. ex Benth.) Voss	Saxifragaceae		Plantae	Voss (Torr. ex Benth.)	3032611	6
Thalictrum minus L.	Ranunculaceae		Plantae	L.	3033129	585
Thalictrum aquilegifolium L.	Ranunculaceae		Plantae	L.	3033131	22
Eranthis hyemalis (L.) Salisb.	Ranunculaceae		Plantae	Salisb. (L.)	3033227	143
Ranunculus flammula L.	Ranunculaceae		Plantae	L.	3033312	5958
Ranunculus muricatus L.	Ranunculaceae		Plantae	L.	3033318	7
Ranunculus bulbosus L.	Ranunculaceae		Plantae	L.	3033329	2287
Ranunculus repens L.	Ranunculaceae		Plantae	L.	3033339	16986
Ranunculus arvensis L.	Ranunculaceae		Plantae	L.	3033348	42
Ranunculus acris L.	Ranunculaceae		Plantae	L.	3033363	17464
Ranunculus sceleratus L.	Ranunculaceae		Plantae	L.	3033374	5720
Ranunculus trichophyllus Chaix	Ranunculaceae		Plantae	Chaix	3033377	95
Ranunculus circinatus Sibth.	Ranunculaceae		Plantae	Sibth.	3033382	69
Ranunculus marginatus d'Urv.	Ranunculaceae		Plantae	d'Urv.	3033396	13
Ranunculus parviflorus L.	Ranunculaceae		Plantae	L.	3033434	34
Ranunculus trilobus Desf.	Ranunculaceae		Plantae	Desf.	3033460	1
Ranunculus aquatilis L.	Ranunculaceae		Plantae	L.	3033464	524
Ranunculus hederaceus L.	Ranunculaceae		Plantae	L.	3033477	157
Ranunculus sardous Crantz	Ranunculaceae		Plantae	Crantz	3033483	3139
Aconitum lycoctonum L.	Ranunculaceae		Plantae	L.	3033675	9
Delphinium elatum L.	Ranunculaceae		Plantae	L.	3033757	1
Consolida orientalis (Gay) Schröd.	Ranunculaceae		Plantae	Schröd. (Gay)	3033828	38
Berberis aquifolium Pursh	Berberidaceae		Plantae	Pursh	3033868	2077
Berberis vulgaris L.	Berberidaceae		Plantae	L.	3033894	76
Berberis thunbergii DC.	Berberidaceae		Plantae	DC.	3033896	79
Berberis darwinii Hook.	Berberidaceae		Plantae	Hook.	3033905	4
Akebia quinata (Houtt.) Decne.	Lardizabalaceae		Plantae	Decne. (Houtt.)	3033965	4
Sassafras albidum (Nutt.) Nees	Lauraceae		Plantae	Nees (Nutt.)	3034002	1
Seseli libanotis (L.) W.D.J.Koch	Apiaceae		Plantae	W.D.J.Koch (L.)	3034133	8
Ammi majus L.	Apiaceae		Plantae	L.	3034182	407
Bunium bulbocastanum L.	Apiaceae		Plantae	L.	3034501	3
Caucalis platycarpos L.	Apiaceae		Plantae	L.	3034523	8
Bupleurum fontanesii Caruel	Apiaceae		Plantae	Caruel	3034553	1
Bupleurum rotundifolium L.	Apiaceae		Plantae	L.	3034554	15
Bupleurum subovatum Link ex Spreng.	Apiaceae		Plantae	Link ex Spreng.	3034558	10
Hydrocotyle verticillata Thunb.	Apiaceae		Plantae	Thunb.	3034602	5
Hydrocotyle vulgaris L.	Apiaceae		Plantae	L.	3034606	3437
Aegopodium podagraria L.	Apiaceae		Plantae	L.	3034620	10938
Chaerophyllum temulum L.	Apiaceae		Plantae	L.	3034650	4075
Chaerophyllum bulbosum L.	Apiaceae		Plantae	L.	3034653	1
Berula erecta (Huds.) Coville	Apiaceae		Plantae	Coville (Huds.)	3034699	1201
Carum carvi L.	Apiaceae		Plantae	L.	3034714	35
Daucus carota L.	Apiaceae		Plantae	L.	3034742	11037
Coriandrum sativum L.	Apiaceae		Plantae	L.	3034871	78
Astrantia major L.	Apiaceae		Plantae	L.	3034915	18
Foeniculum vulgare Mill.	Apiaceae		Plantae	Mill.	3034922	913
Hedera colchica (K.Koch) K.Koch	Araliaceae		Plantae	K.Koch (K.Koch)	3036033	69
Parthenocissus vitacea (Knerr) Hitchc.	Vitaceae		Plantae	Hitchc. (Knerr)	3039193	850
Elaeagnus angustifolia L.	Elaeagnaceae		Plantae	L.	3039269	195
Elaeagnus multiflora Thunb.	Elaeagnaceae		Plantae	Thunb.	3039272	5
Hippophae rhamnoides L.	Elaeagnaceae		Plantae	L.	3039285	1420
Ziziphus lotus (L.) Lam.	Rhamnaceae		Plantae	Lam. (L.)	3039418	1
Frangula alnus Mill.	Rhamnaceae		Plantae	Mill.	3039454	6813
Populus balsamifera L.	Salicaceae		Plantae	L.	3040184	650
Populus ×canescens (Aiton) Sm.	Salicaceae		Plantae	Sm. (Aiton)	3040185	1034
Populus nigra L.	Salicaceae		Plantae	L.	3040227	397
Populus deltoides W.Bartram ex Marshall	Salicaceae		Plantae	W.Bartram ex Marshall	3040232	10
Populus alba L.	Salicaceae		Plantae	L.	3040233	2065
Populus ×jackii Sarg.	Salicaceae		Plantae	Sarg.	3040241	1
Populus tremula L.	Salicaceae		Plantae	L.	3040249	3525
Reseda luteola L.	Resedaceae		Plantae	L.	3040251	1475
Reseda lutea L.	Resedaceae		Plantae	L.	3040252	2556
Reseda phyteuma L.	Resedaceae		Plantae	L.	3040253	2
Reseda alba L.	Resedaceae		Plantae	L.	3040254	36
Reseda odorata L.	Resedaceae		Plantae	L.	3040255	3
Coincya monensis (L.) Greuter & Burdet	Brassicaceae		Plantae	Greuter & Burdet (L.)	3040600	217
Armoracia rusticana P.Gaertn., B.Mey. & Scherb.	Brassicaceae		Plantae	P.Gaertn., B.Mey. & Scherb.	3041022	560
Brassica nigra (L.) W.D.J.Koch	Brassicaceae		Plantae	W.D.J.Koch (L.)	3042658	1327
Brassica barrelieri (L.) Janka	Brassicaceae		Plantae	Janka (L.)	3042799	1
Descurainia pinnata (Walter) Britton	Brassicaceae		Plantae	Britton (Walter)	3044133	1
Descurainia sophia (L.) Webb ex Prantl	Brassicaceae		Plantae	Webb ex Prantl (L.)	3044318	360
Alyssum alyssoides (L.) L.	Brassicaceae		Plantae	L. (L.)	3044855	2
Alyssum murale Waldst. & Kit.	Brassicaceae		Plantae	Waldst. & Kit.	3045111	5
Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.	Brassicaceae		Plantae	F.K.Mey. (J.Presl & C.Presl)	3045463	100
Sisymbrium altissimum L.	Brassicaceae		Plantae	L.	3046736	754
Sisymbrium volgense M.Bieb. ex E.Fourn.	Brassicaceae		Plantae	M.Bieb. ex E.Fourn.	3046744	15
Sisymbrium erysimoides Desf.	Brassicaceae		Plantae	Desf.	3046765	2
Sisymbrium orientale L.	Brassicaceae		Plantae	L.	3046812	255
Sisymbrium irio L.	Brassicaceae		Plantae	L.	3046851	22
Sisymbrium loeselii L.	Brassicaceae		Plantae	L.	3046875	120
Sisymbrium austriacum Jacq.	Brassicaceae		Plantae	Jacq.	3046913	213
Sinapis arvensis L.	Brassicaceae		Plantae	L.	3047598	5079
Sinapis alba L.	Brassicaceae		Plantae	L.	3047621	459
Erysimum cheiri (L.) Crantz	Brassicaceae		Plantae	Crantz (L.)	3048203	464
Cakile maritima Scop.	Brassicaceae		Plantae	Scop.	3048831	1089
Euclidium syriacum (L.) W.T.Aiton	Brassicaceae		Plantae	W.T.Aiton (L.)	3049314	1
Bunias orientalis L.	Brassicaceae		Plantae	L.	3050364	86
Microthlaspi perfoliatum (L.) F.K.Mey.	Brassicaceae		Plantae	F.K.Mey. (L.)	3050631	7
Arabidopsis halleri (L.) O'Kane & Al-Shehbaz	Brassicaceae		Plantae	O'Kane & Al-Shehbaz (L.)	3052450	8
Arabidopsis arenosa (L.) Lawalrée	Brassicaceae		Plantae	Lawalrée (L.)	3052509	160
Thlaspi alliaceum L.	Brassicaceae		Plantae	L.	3052738	3
Rorippa sylvestris (L.) Besser	Brassicaceae		Plantae	Besser (L.)	3053376	1917
Berteroa incana (L.) DC.	Brassicaceae		Plantae	DC. (L.)	3053522	1523
Carya glabra (Mill.) Sweet	Juglandaceae		Plantae	Sweet (Mill.)	3054325	1
Juglans cinerea L.	Juglandaceae		Plantae	L.	3054352	4
Juglans nigra L.	Juglandaceae		Plantae	L.	3054357	111
Juglans regia L.	Juglandaceae		Plantae	L.	3054368	4816
Manihot esculenta Crantz	Euphorbiaceae		Plantae	Crantz	3060998	1
Mercurialis annua L.	Euphorbiaceae		Plantae	L.	3062975	4796
Mercurialis perennis L.	Euphorbiaceae		Plantae	L.	3063016	1156
Limonium vulgare Mill.	Plumbaginaceae		Plantae	Mill.	3082322	522
Suaeda maritima (L.) Dumort.	Amaranthaceae		Plantae	Dumort. (L.)	3083541	400
Chenopodium album L.	Amaranthaceae		Plantae	L.	3083838	8184
Chenopodium ficifolium Sm.	Amaranthaceae		Plantae	Sm.	3083862	2111
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz	Amaranthaceae		Plantae	Schrad. ex W.D.J.Koch & Ziz	3083903	9
Chenopodium desiccatum A.Nelson	Amaranthaceae		Plantae	A.Nelson	3083915	1
Chenopodium berlandieri Moq.	Amaranthaceae		Plantae	Moq.	3083920	138
Chenopodium vulvaria L.	Amaranthaceae		Plantae	L.	3083932	4
Chenopodium quinoa Willd.	Amaranthaceae		Plantae	Willd.	3083935	5
Corispermum pallasii Stev.	Amaranthaceae		Plantae	Stev.	3083975	158
Phytolacca americana L.	Phytolaccaceae		Plantae	L.	3084015	261
Phytolacca acinosa Roxb.	Phytolaccaceae		Plantae	Roxb.	3084022	602
Phytolacca icosandra L.	Phytolaccaceae		Plantae	L.	3084023	1
Mollugo verticillata L.	Molluginaceae		Plantae	L.	3084611	6
Portulaca grandiflora Hook.	Portulacaceae		Plantae	Hook.	3084700	4
Portulaca oleracea L.	Portulacaceae		Plantae	L.	3084719	799
Claytonia sibirica L.	Montiaceae		Plantae	L.	3084742	155
Mesembryanthemum nodiflorum L.	Aizoaceae		Plantae	L.	3084837	1
Mesembryanthemum crystallinum L.	Aizoaceae		Plantae	L.	3084839	2
Psammophiliella muralis (L.) Ikonn.	Caryophyllaceae		Plantae	Ikonn. (L.)	3085257	18
Myosoton aquaticum (L.) Moench	Caryophyllaceae		Plantae	Moench (L.)	3085313	3737
Vaccaria hispanica (Mill.) Rauschert	Caryophyllaceae		Plantae	Rauschert (Mill.)	3085320	45
Lepyrodiclis holosteoides (C.A.Mey.) Fenzl ex Fisch. & C.A.Mey.	Caryophyllaceae		Plantae	Fenzl ex Fisch. & C.A.Mey. (C.A.Mey.)	3085346	1
Holosteum umbellatum L.	Caryophyllaceae		Plantae	L.	3085349	77
Agrostemma brachyloba (Fenzl) K.Hammer	Caryophyllaceae		Plantae	K.Hammer (Fenzl)	3085366	6
Agrostemma githago L.	Caryophyllaceae		Plantae	L.	3085368	246
Polycarpon tetraphyllum (L.) L.	Caryophyllaceae		Plantae	L. (L.)	3085381	283
Sagina nodosa (L.) Fenzl	Caryophyllaceae		Plantae	Fenzl (L.)	3085388	522
Sagina japonica (Sw. ex Steud.) Ohwi	Caryophyllaceae		Plantae	Ohwi (Sw. ex Steud.)	3085389	1
Sagina procumbens L.	Caryophyllaceae		Plantae	L.	3085402	5665
Sagina maritima G.Don	Caryophyllaceae		Plantae	G.Don	3085407	215
Cerastium arvense L.	Caryophyllaceae		Plantae	L.	3085433	1450
Cerastium semidecandrum L.	Caryophyllaceae		Plantae	L.	3085434	1783
Cerastium biebersteinii DC.	Caryophyllaceae		Plantae	DC.	3085437	1
Cerastium tomentosum L.	Caryophyllaceae		Plantae	L.	3085438	586
Cerastium brachypetalum Desf. ex Pers.	Caryophyllaceae		Plantae	Desf. ex Pers.	3085439	3
Cerastium glomeratum Thuill.	Caryophyllaceae		Plantae	Thuill.	3085440	6847
Cerastium fontanum Baumg.	Caryophyllaceae		Plantae	Baumg.	3085458	12355
Cerastium diffusum Pers.	Caryophyllaceae		Plantae	Pers.	3085464	189
Cerastium pumilum Curtis	Caryophyllaceae		Plantae	Curtis	3085469	130
Petrorhagia prolifera (L.) P.W.Ball & Heywood	Caryophyllaceae		Plantae	P.W.Ball & Heywood (L.)	3085619	295
Petrorhagia saxifraga (L.) Link	Caryophyllaceae		Plantae	Link (L.)	3085623	42
Spergularia rubra (L.) J.Presl & C.Presl	Caryophyllaceae		Plantae	J.Presl & C.Presl (L.)	3085633	1243
Honckenya peploides (L.) Ehrh.	Caryophyllaceae		Plantae	Ehrh. (L.)	3085776	695
Parthenium hysterophorus L.	Asteraceae		Plantae	L.	3086784	2
Flaveria trinervia (Spreng.) C.Mohr	Asteraceae		Plantae	C.Mohr (Spreng.)	3086845	1
